id,name,is_claimed,is_closed,phone,review_count,categories01,categories02,categories03,rating,price,transactions,zip_code,city,address,restaurant_url,image_url,latitude,longitude,photos,cross_streets,category,score
_bSPl_lu2S0ySfkwfEf97g,Jack in the Box,True,False,13237301461.0,34,hotdogs,burgers,tacos,2.5,$,['delivery'],90007,Los Angeles,"['2511 S Vermont Ave', 'Los Angeles, CA 90007']",https://www.yelp.com/biz/jack-in-the-box-los-angeles-40?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/M75BLJswWjsYDkt9G-yuIA/o.jpg,34.0334,-118.2919,"['https://s3-media3.fl.yelpcdn.com/bphoto/M75BLJswWjsYDkt9G-yuIA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/hANg9fUPSRf7vraTXSldFw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/6HHeM3180DvdUgI9PCGkVg/o.jpg']",,"hotdogs, burgers, tacos",0.0
K_RLoFNCxIIJZ4XTR1kCWA,Wingstop,True,False,19096222004.0,326,chicken_wings,,,1.5,$,[],91766,Pomona,"['2063 Rancho Valley Drive', 'Ste 300', 'Pomona, CA 91766']",https://www.yelp.com/biz/wingstop-pomona-4?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media3.fl.yelpcdn.com/bphoto/NLp2YVS1GLt3lR4PFP6L8Q/o.jpg,34.033347,-117.758632,"['https://s3-media3.fl.yelpcdn.com/bphoto/NLp2YVS1GLt3lR4PFP6L8Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/P0h_eiF9hxZszbqruxKI0A/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/kMfcBpsAQ6RV9bifSbhEfQ/o.jpg']",,"chicken_wings, , ",2.33
YmeyLRHg5xWhZ2zvaLECxA,IHOP,True,False,19096224500.0,169,tradamerican,breakfast_brunch,burgers,3.5,$$,"['pickup', 'delivery']",91766,Pomona,"['50 Rio Rancho Rd', 'Pomona, CA 91766']",https://www.yelp.com/biz/ihop-pomona?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media4.fl.yelpcdn.com/bphoto/ssHfN20w9VR0bQIpX1Er1w/o.jpg,34.033215,-117.75324,"['https://s3-media4.fl.yelpcdn.com/bphoto/ssHfN20w9VR0bQIpX1Er1w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/92uV_gMSPWFTO0VUEjjuWA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/zlTj_BtSznq23hOuAa0s1w/o.jpg']",,"tradamerican, breakfast_brunch, burgers",0.0
JsaYYOYvvZSJ2GAXBU0WEA,Carl's Jr,True,False,19096296075.0,65,burgers,hotdogs,,2.0,$,"['delivery', 'pickup']",91766,Pomona,"['801 Rio Rancho Rd', 'Pomona, CA 91766']",https://www.yelp.com/biz/carls-jr-pomona-5?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media3.fl.yelpcdn.com/bphoto/vIAteIfMCWsbcpL1NNi4fw/o.jpg,34.03312454457517,-117.7570602919551,"['https://s3-media3.fl.yelpcdn.com/bphoto/vIAteIfMCWsbcpL1NNi4fw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/grJ44hm9UsvxcYfQd3X6xA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/TO8r6dJnVb2tBguE4O3Y1g/o.jpg']",,"burgers, hotdogs, ",0.0
OEQaxOceeRKm_JDKrQdCCA,McDonald's,True,False,19096201515.0,140,hotdogs,burgers,coffee,1.5,$,['delivery'],91766,Pomona,"['30 Rio Rancho Rd', 'Pomona, CA 91766']",https://www.yelp.com/biz/mcdonalds-pomona-7?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media2.fl.yelpcdn.com/bphoto/ir5sbYHAIdsKRwd_O5znHg/o.jpg,34.03312313883852,-117.755366407147,"['https://s3-media2.fl.yelpcdn.com/bphoto/ir5sbYHAIdsKRwd_O5znHg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/I5o-wnjYNTGOlkDVICIDsw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/W8yRNqqOxWv7aQoQZxGBrg/o.jpg']",,"hotdogs, burgers, coffee",0.0
E7QYu9hzphVsbdZ3mHIZdw,Java Bru Cafe,True,False,12134417296.0,3,sandwiches,coffee,,5.0,-,[],90021,Los Angeles,"['726 E 12th St', 'Ste 208', 'Los Angeles, CA 90021']",https://www.yelp.com/biz/java-bru-cafe-los-angeles-3?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media3.fl.yelpcdn.com/bphoto/ISsoC2Ue9LfsrUDe1_LzKg/o.jpg,34.033043,-118.252714,"['https://s3-media3.fl.yelpcdn.com/bphoto/ISsoC2Ue9LfsrUDe1_LzKg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/zN60uaickdBpXxhGIyrmjA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/TeL88lnx4_VcH0jKvY200g/o.jpg']",,"sandwiches, coffee, ",0.0
4Cl46sj1zV2xdfmmCrjyig,Quesadillas Lucy,False,False,12135056424.0,2,streetvendors,tacos,,4.5,-,[],90021,Los Angeles,"['1220 E Olympic Blvd', 'Los Angeles, CA 90021']",https://www.yelp.com/biz/quesadillas-lucy-los-angeles?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media2.fl.yelpcdn.com/bphoto/QHZcWnI83ly89JuVovWlXQ/o.jpg,34.03294647304936,-118.2454563730521,"['https://s3-media2.fl.yelpcdn.com/bphoto/QHZcWnI83ly89JuVovWlXQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/UU88jDV2JqTdUmUx9WNxHw/o.jpg']",,"streetvendors, tacos, ",0.0
jkTv0EaoVH9fkJ4LFHGisg,Carl's Jr,True,False,13237219989.0,79,hotdogs,burgers,,2.0,$,"['pickup', 'delivery']",90640,Montebello,"['1471 N Montebello Blvd', 'Montebello, CA 90640']",https://www.yelp.com/biz/carls-jr-montebello-2?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media4.fl.yelpcdn.com/bphoto/gDsS7wGN9XHJn92WuaSsOg/o.jpg,34.0328476853542,-118.093240216464,"['https://s3-media4.fl.yelpcdn.com/bphoto/gDsS7wGN9XHJn92WuaSsOg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/-oSqiBPo6srXs36tGUbLWQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/OY6cOrpBBXR1dMKvjxXEqg/o.jpg']",,"hotdogs, burgers, ",0.0
P5tfeSnTgWPyy9CpFT_y_A,Un Desmadre Birria Tacos,True,False,13237705655.0,2,foodstands,tacos,,5.0,-,[],90021,Los Angeles,"['1010 E 10th St', 'Los Angeles, CA 90021']",https://www.yelp.com/biz/un-desmadre-birria-tacos-los-angeles-3?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media2.fl.yelpcdn.com/bphoto/8t94TrAIyN4ngUaahqrRuA/o.jpg,34.0325442,-118.2466757,"['https://s3-media2.fl.yelpcdn.com/bphoto/8t94TrAIyN4ngUaahqrRuA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/BdzW8-FCdDFab4b3BKVJTg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/EH-P_MLWOrzuTmyyn2jgQQ/o.jpg']",,"foodstands, tacos, ",0.0
S59P8lY2wDS9zsUbGKIrIw,La Catrina Restaurant,False,False,13239215676.0,4,mexican,juicebars,salad,4.0,-,[],90007,Los Angeles,"['1564 W Adams Blvd', 'Los Angeles, CA 90007']",https://www.yelp.com/biz/la-catrina-restaurant-los-angeles?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/If7zTIGjHKpJBAwM-G6Sug/o.jpg,34.032494,-118.296394,"['https://s3-media3.fl.yelpcdn.com/bphoto/If7zTIGjHKpJBAwM-G6Sug/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/vVVDJcweGQGyEljoHPJcZw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/F1rnGqCRmoFKEScs5zL1kg/o.jpg']",,"mexican, juicebars, salad",0.0
VoK141m8ttQASdUk7L1GhA,tacos el chivo,False,False,13238983063.0,12,tacos,,,5.0,-,[],90021,Los Angeles,"['1238 E Olympic Blvd', 'Los Angeles, CA 90021']",https://www.yelp.com/biz/tacos-el-chivo-los-angeles?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media3.fl.yelpcdn.com/bphoto/Oqb2MPpYkWeBESl7oXSL2A/o.jpg,34.03245,-118.24512,"['https://s3-media3.fl.yelpcdn.com/bphoto/Oqb2MPpYkWeBESl7oXSL2A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/M2NOfzkDlDs2Q4dMiVZsxQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/kmWJhp2YgvCRbsrl0vUmjQ/o.jpg']",,"tacos, , ",0.0
tJ3G6mBTYWaa3RrUgOgHWA,McDonald's,True,False,12136120129.0,64,hotdogs,burgers,coffee,1.5,$,['delivery'],90021,Los Angeles,"['1310 E Olympic Blvd', 'Los Angeles, CA 90021']",https://www.yelp.com/biz/mcdonalds-los-angeles-6?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media2.fl.yelpcdn.com/bphoto/Z_Ro_QrdrC84Afo-bpkaLg/o.jpg,34.0313994415593,-118.244047,"['https://s3-media2.fl.yelpcdn.com/bphoto/Z_Ro_QrdrC84Afo-bpkaLg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/nMuG9mSpo7iRc21D3mDogg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/BJXaFu11KSqWW68b7Lpk1A/o.jpg']",,"hotdogs, burgers, coffee",0.0
et1-vfiGTDzwrM_2NHp-lQ,Pitstopcafe,False,False,12136283789.0,1,coffee,breakfast_brunch,sandwiches,1.0,-,[],90021,Los Angeles,"['1109 E 12th St', 'Los Angeles, CA 90021']",https://www.yelp.com/biz/pitstopcafe-los-angeles?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media2.fl.yelpcdn.com/bphoto/SuxduMp_iGpyKRGr6iCLUw/o.jpg,34.0313299,-118.24729,"['https://s3-media2.fl.yelpcdn.com/bphoto/SuxduMp_iGpyKRGr6iCLUw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/fl0-XDsOE3h2OKAwnkXnTg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/0AXDZ0s9ybLPksgR-8NZYQ/o.jpg']",,"coffee, breakfast_brunch, sandwiches",0.0
XHobfr8WLP3W-LnjJAbHmg,Salad Farm,True,False,12137483111.0,380,sandwiches,salad,hotdogs,3.5,$$,"['pickup', 'delivery']",90007,Los Angeles,"['2210 S Figueroa St', 'Los Angeles, CA 90007']",https://www.yelp.com/biz/salad-farm-los-angeles-3?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media1.fl.yelpcdn.com/bphoto/jAALragvz6LBlWpd73f8aQ/o.jpg,34.03118,-118.27365,"['https://s3-media1.fl.yelpcdn.com/bphoto/jAALragvz6LBlWpd73f8aQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/-WxxoTpvDiNQ8YTXJHDKmA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/BtQ9NC1sPDmQFTKyXVLwGw/o.jpg']",,"sandwiches, salad, hotdogs",3.41
EBd8N-1PkO0T-0gObJTSqg,Pizza Hut,True,False,19094659200.0,51,pizza,italian,chicken_wings,1.5,$,"['pickup', 'delivery']",91766,Pomona,"['2218 S Garey Ave', 'Pomona, CA 91766']",https://www.yelp.com/biz/pizza-hut-pomona?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media1.fl.yelpcdn.com/bphoto/YkaBOsRQNJA-eVmjlKET-A/o.jpg,34.0311595419983,-117.748923450708,"['https://s3-media1.fl.yelpcdn.com/bphoto/YkaBOsRQNJA-eVmjlKET-A/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/OYD6mjhFPPX9IqccKoo6fg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/apxFojhq5yU2T7jPaybUsA/o.jpg']",,"pizza, italian, chicken_wings",0.0
8Xvh8pTRWfSYmdkrrjdT7A,Cofilia,True,False,12136772900.0,12,coffee,sandwiches,breakfast_brunch,5.0,-,"['pickup', 'delivery']",90021,Los Angeles,"['810 East Pico Blvd', 'Ste 102', 'Los Angeles, CA 90021']",https://www.yelp.com/biz/cofilia-los-angeles?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media3.fl.yelpcdn.com/bphoto/j9t-ylLaAX-Vi3Op0nbqKw/o.jpg,34.031089,-118.251225,"['https://s3-media3.fl.yelpcdn.com/bphoto/j9t-ylLaAX-Vi3Op0nbqKw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/mg0KiCKF9eCuZnXHCyZhJQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/KyyGyF3kpypt__s5wnLYGQ/o.jpg']",,"coffee, sandwiches, breakfast_brunch",0.0
E38-TkodyObw-cItj4C2zA,Sonic Drive-In,True,False,19098654728.0,340,hotdogs,icecream,burgers,2.5,$,"['delivery', 'pickup']",91766,Pomona,"['40 Rio Rancho Rd', 'POMONA, CA 91766']",https://www.yelp.com/biz/sonic-drive-in-pomona-5?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media2.fl.yelpcdn.com/bphoto/C83Se4Y5NyqYjjveqi7rFw/o.jpg,34.0302843,-117.7594108,"['https://s3-media2.fl.yelpcdn.com/bphoto/C83Se4Y5NyqYjjveqi7rFw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/p78ltV7bAWm_xpKBWVFGlA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/B0QPBPzsoLGcX02Hyjx24Q/o.jpg']",,"hotdogs, icecream, burgers",2.86
sAf2xtvoAzDAyWq3YO11Cg,Olympian Burgers,True,False,13237350599.0,314,burgers,breakfast_brunch,salad,4.0,$,['delivery'],90007,Los Angeles,"['2701 S Vermont Ave', 'Los Angeles, CA 90007']",https://www.yelp.com/biz/olympian-burgers-los-angeles?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/KQM1GcFwwTTADDKRX61Ewg/o.jpg,34.0302,-118.29193,"['https://s3-media2.fl.yelpcdn.com/bphoto/KQM1GcFwwTTADDKRX61Ewg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/AUR4Si-rmdx3kRkdrk_g1Q/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/7dvj5_-_bIJCZbU4JpLVxg/o.jpg']",,"burgers, breakfast_brunch, salad",3.67
LFGqWIfuEuC3_yya93hydQ,Gatos Tacos Burritos,False,False,0.0,1,foodstands,tacos,,5.0,-,[],90021,Los Angeles,"['1522 E Olympic Blvd', 'Los Angeles, CA 90021']",https://www.yelp.com/biz/gatos-tacos-burritos-los-angeles?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media3.fl.yelpcdn.com/bphoto/eMk52qDL8T-B1ndLcUh60A/o.jpg,34.0301485110544,-118.242001915947,"['https://s3-media3.fl.yelpcdn.com/bphoto/eMk52qDL8T-B1ndLcUh60A/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/egbEZX99smoi8O_HtRG8gA/o.jpg']",,"foodstands, tacos, ",0.0
MG237qdnfxvRGxXuk60GAw,Birds Nest Cafe,True,False,12135365676.0,230,cafes,breakfast_brunch,burgers,4.0,$$,"['pickup', 'delivery']",90007,Los Angeles,"['2106 S Olive St', 'Los Angeles, CA 90007']",https://www.yelp.com/biz/birds-nest-cafe-los-angeles-3?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media1.fl.yelpcdn.com/bphoto/oDu_yMVjkM9NDlQo9viowg/o.jpg,34.02991,-118.26869,"['https://s3-media1.fl.yelpcdn.com/bphoto/oDu_yMVjkM9NDlQo9viowg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/6XGmiSrEwShPHjMYT3GmTw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/9Fef96snYYYflu2e-GrfIg/o.jpg']",,"cafes, breakfast_brunch, burgers",0.0
U3yxWXN_tcKhdArfW9SxZw,Wings Empire,True,False,13237344071.0,53,chicken_wings,bbq,hotdogs,4.0,-,"['delivery', 'pickup']",90007,Los Angeles,"['2719 S Vermont Ave', 'Los Angeles, CA 90007']",https://www.yelp.com/biz/wings-empire-los-angeles-2?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/xTtJ-2a0zmVwM9Su0fnsKg/o.jpg,34.0298087331771,-118.291796666667,"['https://s3-media3.fl.yelpcdn.com/bphoto/xTtJ-2a0zmVwM9Su0fnsKg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/VjCSuPmo8o_MtLgevOV5Hg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/-OB6a-jRoZLxXSSmZY_LSw/o.jpg']",,"chicken_wings, bbq, hotdogs",0.0
IhGAPYmYd9468Omk9U_oeg,KFC,True,False,19098619463.0,57,hotdogs,chicken_wings,chickenshop,2.0,$,"['delivery', 'pickup']",91765,Diamond Bar,"['542 N Diamond Bar Blvd', 'Diamond Bar, CA 91765']",https://www.yelp.com/biz/kfc-diamond-bar-5?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/PPyeTM2PgMJALg7J14eTug/o.jpg,34.0297644721375,-117.809730524554,"['https://s3-media3.fl.yelpcdn.com/bphoto/PPyeTM2PgMJALg7J14eTug/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/VGdUBFWRFxuDd0fe_9i3Fg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/NwWwOTYCwG1KeOGDYwalJw/o.jpg']",,"hotdogs, chicken_wings, chickenshop",0.0
PBOkOVvmBcHIUxDD2oa3RA,Pomona Pizza Co,True,False,19097846800.0,140,pizza,,,4.5,$$,"['delivery', 'pickup']",91766,Pomona,"['46 Rio Rancho Rd', 'Phillips Ranch, CA 91766']",https://www.yelp.com/biz/pomona-pizza-co-phillips-ranch-2?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media4.fl.yelpcdn.com/bphoto/Qndxzhk6mJJ4cHUn_4GQQQ/o.jpg,34.029498,-117.760006,"['https://s3-media4.fl.yelpcdn.com/bphoto/Qndxzhk6mJJ4cHUn_4GQQQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/zsgwuRzhKkd8aJ4nmo71aw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/nuPZyvsHkbTheEZucwTafQ/o.jpg']",,"pizza, , ",0.0
Su29UkrAhKaYyctbxrqrfQ,Almaza,True,False,13102809006.0,607,mediterranean,desserts,sandwiches,4.0,$$,"['pickup', 'delivery']",90034,Los Angeles,"['8905 W Venice Blvd', 'Los Angeles, CA 90034']",https://www.yelp.com/biz/almaza-los-angeles-2?adjust_creative=I64FeUcwxCtTlHN3w8WhdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=I64FeUcwxCtTlHN3w8WhdA,https://s3-media2.fl.yelpcdn.com/bphoto/C737FTR4dgi1LHrqvVfakQ/o.jpg,34.02948,-118.38901,"['https://s3-media2.fl.yelpcdn.com/bphoto/C737FTR4dgi1LHrqvVfakQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/z_zkKp3_jScyX6WJEjoxHw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/tUWGH7gmDEwkOslxVSGSPQ/o.jpg']",,"mediterranean, desserts, sandwiches",3.78
3igN2NwYxpkT5sy4VRUjtg,Los Gueritos,True,False,12137464179.0,21,sandwiches,juicebars,,3.0,$,['delivery'],90011,Los Angeles,"['1903 S Maple St', 'Los Angeles, CA 90011']",https://www.yelp.com/biz/los-gueritos-los-angeles-2?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/uYdpt2WfOnhu5qxKmjhfjg/o.jpg,34.029419,-118.261918,"['https://s3-media3.fl.yelpcdn.com/bphoto/uYdpt2WfOnhu5qxKmjhfjg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/IxgH01mIXB1rxt4_Bl9Wkw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/S_ILeJKJPrcvalFi1Qghag/o.jpg']",,"sandwiches, juicebars, ",0.0
67NvoDHaCpLbCnbZd8zMTQ,Del Taco,True,False,19098611316.0,81,hotdogs,mexican,,2.5,$,[],91765,Diamond Bar,"['520 N Diamond Bar Blvd', 'Diamond Bar, CA 91765']",https://www.yelp.com/biz/del-taco-diamond-bar?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media1.fl.yelpcdn.com/bphoto/xK10SMVCq8H4cbqTu64EiQ/o.jpg,34.029385,-117.810241,"['https://s3-media1.fl.yelpcdn.com/bphoto/xK10SMVCq8H4cbqTu64EiQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/fUkpejEFRCI8xz0GPaVLZg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/7iSUzn0s9ySSGty1jmR47g/o.jpg']",,"hotdogs, mexican, ",0.0
rLyREP1qimDnbu2dkydx-g,F*CKING GOOD PIZZA,False,False,12137458050.0,2,fooddeliveryservices,pizza,,4.5,-,[],90007,Los Angeles,"['Los Angeles, CA 90007']",https://www.yelp.com/biz/f-cking-good-pizza-los-angeles-3?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,-,34.02936172485352,-118.2852554321289,[],,"fooddeliveryservices, pizza, ",0.0
xCrxbPCde08zYaJUWCIJKA,Ma Soul's Chicken & Waffles,False,False,12134316850.0,5,fooddeliveryservices,chicken_wings,waffles,2.5,-,[],90007,Los Angeles,"['Los Angeles, CA 90007']",https://www.yelp.com/biz/ma-souls-chicken-and-waffles-los-angeles-2?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/I5KoRb32eCro1nrSDwIwLg/o.jpg,34.02936172485352,-118.2852554321289,"['https://s3-media2.fl.yelpcdn.com/bphoto/I5KoRb32eCro1nrSDwIwLg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/ZjNTbWtpURI_sobuVV3lzQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/BHz3SN9We3UzIKJroLEw9w/o.jpg']",,"fooddeliveryservices, chicken_wings, waffles",0.0
L4O0N4Kt133_2wUZ6PQWLw,Caridad Cuisine Truck,False,False,0.0,4,sandwiches,foodstands,burgers,3.5,$,[],90007,Los Angeles,"['Los Angeles, CA 90007']",https://www.yelp.com/biz/caridad-cuisine-truck-los-angeles-2?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media4.fl.yelpcdn.com/bphoto/MQYGIq142O-6XAQgfXwhMw/o.jpg,34.02936172485352,-118.2852554321289,"['https://s3-media4.fl.yelpcdn.com/bphoto/MQYGIq142O-6XAQgfXwhMw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/wtGve30f8S3bfOvY4vCIAA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/FdPFdrjOhrzsPtjHAh82kw/o.jpg']",,"sandwiches, foodstands, burgers",0.0
